key,substructure,enrichment_strong,odds_ratio,fisher_pvalue_bh,neg_log10_fisher_bh,strong_specificity,support,count_strong,count_weak,count_inactive,dominant_class,category,sig_fdr,pA_effect,pA_sig,pA_spec,S_stat,disc2,share2,freq2,freq0,freq1,S_shap,_merge,evidence,consensus,label
cc(-c)cc(C)n,c-c(c)cc(C)n,5.850369725967812,50.90623276337562,4.5941275468061014e-20,12.0,0.9090909090909092,0.0111524163568773,30.0,3.0,0.0,2.0,Second_StrongWeak_NoInactive,True,0.988791032826261,0.9875900720576462,0.988791032826261,0.9883907125700562,7.117861,1.0,31.0,0.0,0.0,1.0,both,BOTH,0.9941784108348241,c-c(c)cc(C)n
cc([nH])C(=O)O,cc([nH])C(=O)O,5.148325358851674,23.672712550607287,5.7552533018685856e-27,12.0,0.8,0.0178438661710037,48.0,6.0,6.0,2.0,Medium_StrongEnriched,True,0.9743795036028823,0.9875900720576462,0.9743795036028823,0.9787830264211369,6.889599,0.9577,55.0,5.0,0.0,0.9991319444444444,both,BOTH,0.988905146299365,cc([nH])C(=O)O
cNC(=O)CN,cNC(=O)CN,5.056390977443609,19.78707925113978,5.455708601623032e-12,11.263148834115285,0.7857142857142857,0.00817843866171,22.0,3.0,3.0,2.0,Medium_StrongEnriched,True,0.9719775820656525,0.9703763010408326,0.9719775820656525,0.9714438217240459,1.928181,0.9992,13.0,0.0,1.0,0.9921875,both,BOTH,0.9817608756040479,cNC(=O)CN
cn(c)S(N)(=O)=O,cn(c)S(N)(=O)=O,6.435406698564593,94.11084043848965,4.297166474535827e-06,5.366817821188841,1.0,0.0029739776951672,8.0,0.0,0.0,2.0,Highest_StrongOnly,True,0.9951961569255404,0.9211369095276221,0.9951961569255404,0.9705097411262343,1.15487,1.0,8.0,0.0,0.0,0.9874131944444444,both,BOTH,0.9789249837065688,cn(c)S(N)(=O)=O
ccc(C)c(c)[nH],ccc(C)c(c)[nH],5.940375414059624,56.40278833967047,2.790701325272553e-16,12.0,0.9230769230769232,0.0089219330855018,24.0,2.0,0.0,2.0,Second_StrongWeak_NoInactive,True,0.9895916733386709,0.9875900720576462,0.9895916733386709,0.9889244729116626,0.320687,1.0,3.0,0.0,0.0,0.9657118055555556,both,BOTH,0.9772492201550216,ccc(C)c(c)[nH]
cc(c)S(=O)(=O)Nc,cNS(=O)(=O)c(c)c,4.4031730042810375,13.6233681916201,1.4021760862396689e-29,12.0,0.6842105263157895,0.0241635687732342,65.0,18.0,12.0,2.0,Medium_StrongEnriched,True,0.9539631705364291,0.9875900720576462,0.9539631705364291,0.9651721377101682,1.0838,0.967,14.0,3.0,5.0,0.9869791666666666,both,BOTH,0.9760147499741317,cNS(=O)(=O)c(c)c
cnc(c(c)N)c(c)c,cnc(c(c)N)c(c)c,4.144838212634823,10.595941692387616,4.600370027045758e-16,12.0,0.6440677966101694,0.0141263940520446,38.0,11.0,10.0,2.0,Medium_StrongEnriched,True,0.9399519615692554,0.9875900720576462,0.9399519615692554,0.9558313317320524,1.491159,0.8629,24.0,10.0,4.0,0.9904513888888888,both,BOTH,0.9729873946036133,cnc(c(c)N)c(c)c
cc(c)NS(c)(=O)=O,cS(=O)(=O)Nc(c)c,3.911717797166713,8.932022029897718,4.445455439198404e-12,11.352083738721152,0.6078431372549019,0.0115241635687732,31.0,8.0,12.0,2.0,Medium_StrongEnriched,True,0.9351481184947958,0.9711769415532426,0.9351481184947958,0.9471577261809448,3.429328,1.0,41.0,0.0,0.0,0.9952256944444444,both,BOTH,0.9708942814677877,cS(=O)(=O)Nc(c)c
ccc(c(c)-c)S(N)(=O)=O,c-c(c)c(cc)S(N)(=O)=O,5.148325358851674,18.805602923264317,9.886967599762812e-05,4.004936889052848,0.8,0.0029739776951672,8.0,2.0,0.0,2.0,Second_StrongWeak_NoInactive,True,0.9743795036028823,0.8831064851881505,0.9743795036028823,0.943955164131305,1.406196,0.9991,7.0,1.0,0.0,0.9900173611111112,both,BOTH,0.9667119532727835,c-c(c)c(cc)S(N)(=O)=O
CSS,CSS,5.516062884483937,23.862222222222226,0.0006260357105723,3.2034008928883155,0.8571428571428571,0.0022304832713754,6.0,1.0,0.0,2.0,Second_StrongWeak_NoInactive,True,0.9819855884707767,0.8574859887910328,0.9819855884707767,0.9404857219108621,1.660386,0.9458,6.0,0.0,1.0,0.9913194444444444,both,BOTH,0.9655681142998707,CSS
cNS,cNS,3.3870561571392592,7.218061427188917,3.879510391269678e-26,12.0,0.5263157894736842,0.0297397769516728,80.0,40.0,32.0,2.0,Medium_StrongEnriched,True,0.9079263410728583,0.9875900720576462,0.9079263410728583,0.9344809180677877,5.372117,1.0,105.0,0.0,0.0,0.9973958333333334,both,BOTH,0.9654260064916003,cNS
CSSC(N)=S,CSSC(N)=S,6.435406698564593,71.61818181818182,0.0001226317452109,3.911397091112006,1.0,0.0022304832713754,6.0,0.0,0.0,2.0,Highest_StrongOnly,True,0.9951961569255404,0.8811048839071257,0.9951961569255404,0.9571657325860689,0.444755,1.0,3.0,0.0,0.0,0.97265625,both,BOTH,0.964879905524863,CSSC(N)=S
N=C(N)N,N=C(N)N,4.950312845049687,16.667074663402694,1.5209867478757988e-05,4.817874569871713,0.7692307692307693,0.0037174721189591,10.0,2.0,1.0,2.0,Medium_StrongEnriched,True,0.9695756605284227,0.9039231385108086,0.9695756605284227,0.9476914865225513,0.698405,0.8987,8.0,0.0,1.0,0.98046875,both,BOTH,0.9639408110337521,N=C(N)N
ccc(F)c(c)N,ccc(F)c(c)N,4.756604951112959,15.198294855829102,1.3134992219915438e-08,7.881570180118017,0.7391304347826086,0.0063197026022304,17.0,4.0,2.0,2.0,Medium_StrongEnriched,True,0.9623698959167334,0.9551641313050441,0.9623698959167334,0.9599679743795037,0.315953,0.8481,4.0,4.0,0.0,0.96484375,both,BOTH,0.9624027744558015,ccc(F)c(c)N
ccc(CP)nc,ccc(CP)nc,5.148325358851674,19.939377965208223,8.776324592128554e-07,6.056687322766594,0.8,0.0044609665427509,12.0,2.0,1.0,2.0,Medium_StrongEnriched,True,0.9743795036028823,0.9399519615692554,0.9743795036028823,0.96290365625834,0.258815,0.859,4.0,2.0,0.0,0.9605034722222222,both,BOTH,0.9617028154537184,ccc(CP)nc
ccc(NC)c(c)F,CNc(cc)c(c)F,4.8265550239234445,15.836994480117156,9.124577782699047e-08,7.039787222311085,0.75,0.0055762081784386,15.0,4.0,1.0,2.0,Medium_StrongEnriched,True,0.9651721377101682,0.9495596477181746,0.9651721377101682,0.9599679743795037,0.29321,1.0,7.0,0.0,0.0,0.9631076388888888,both,BOTH,0.9615365251583494,CNc(cc)c(c)F
CN1C[C@@H](O)C1=O,CN1C[C@@H](O)C1=O,4.1830143540669855,10.056473489519112,8.613013799786382e-06,5.064844856955865,0.65,0.0048327137546468,13.0,5.0,2.0,2.0,Medium_StrongEnriched,True,0.9407526020816653,0.9127301841473179,0.9407526020816653,0.9314117961035495,1.655374,0.9426,18.0,1.0,1.0,0.9908854166666666,both,BOTH,0.9606884852387448,CN1C[C@@H](O)C1=O
ccc(cc)-c(c)c,ccc(cc)-c(c)c,3.012940408873423,6.017985635768959,1.1107980302520743e-28,12.0,0.4681818181818182,0.0382899628252788,103.0,54.0,63.0,2.0,Medium_StrongEnriched,True,0.8855084067253803,0.9875900720576462,0.8855084067253803,0.9195356285028023,7.056524,0.9393,91.0,1.0,42.0,0.9995659722222222,both,BOTH,0.9587160812760865,ccc(cc)-c(c)c
SCCCS,SCCCS,4.68029578077425,13.426657386462502,0.0002847576167301,3.5455246505337943,0.7272727272727273,0.0029739776951672,8.0,3.0,0.0,2.0,Second_StrongWeak_NoInactive,True,0.9611689351481185,0.8714971977582066,0.9611689351481185,0.9312783560181478,0.926842,1.0,9.0,0.0,0.0,0.9848090277777778,both,BOTH,0.9576697407669928,SCCCS
C=C(C)CSC,C=C(C)CSC,3.712734633787265,7.554172727762513,1.024514440275595e-05,4.989481915947207,0.5769230769230769,0.0055762081784386,15.0,7.0,4.0,2.0,Medium_StrongEnriched,True,0.9267413931144916,0.9099279423538831,0.9267413931144916,0.921136909527622,2.134793,0.9967,25.0,0.0,1.0,0.9943576388888888,both,BOTH,0.9570472937380337,C=C(C)CSC
cn(c)S,cn(c)S,6.435406698564593,94.11084043848965,4.297166474535827e-06,5.366817821188841,1.0,0.0029739776951672,8.0,0.0,0.0,2.0,Highest_StrongOnly,True,0.9951961569255404,0.9211369095276221,0.9951961569255404,0.9705097411262343,0.128981,1.0,1.0,0.0,0.0,0.9383680555555556,both,BOTH,0.9543035883189113,cn(c)S
cS(N)(=O)=O,cS(N)(=O)=O,2.7708001063264223,4.9995522304520605,1.8466363960891357e-22,12.0,0.4305555555555556,0.0345724907063197,93.0,46.0,77.0,2.0,Medium_StrongEnriched,True,0.8734987990392313,0.9875900720576462,0.8734987990392313,0.9115292233787029,5.842662,0.9985,122.0,0.0,3.0,0.9978298611111112,both,BOTH,0.9537038735177131,cS(N)(=O)=O
nc([nH])S,nc([nH])S,3.283370764573772,5.947332935715583,1.072586182625418e-07,6.969567802047748,0.5102040816326531,0.0092936802973977,25.0,7.0,17.0,2.0,Medium_StrongEnriched,True,0.9051240992794235,0.9483586869495596,0.9051240992794235,0.9195356285028021,0.962612,0.9979,20.0,0.0,1.0,0.9861111111111112,both,BOTH,0.9522417236863506,nc([nH])S
cc(C)nc(c)C,Cc(c)nc(c)C,3.677375256322625,7.413316770186335,5.533283119872831e-06,5.257017107799083,0.5714285714285714,0.0059479553903345,16.0,8.0,4.0,2.0,Medium_StrongEnriched,True,0.9239391513210569,0.9151321056845476,0.9239391513210569,0.9210034694422204,0.679359,0.875,15.0,0.0,18.0,0.9800347222222222,both,BOTH,0.9500607240279483,Cc(c)nc(c)C
cc(n)C(=O)O,cc(n)C(=O)O,2.66934875921168,5.123992712991223,1.335389963318921e-29,12.0,0.4147909967845659,0.0479553903345724,129.0,80.0,102.0,2.0,Medium_StrongEnriched,True,0.8622898318654924,0.9875900720576462,0.8622898318654924,0.9040565785962104,5.923262,0.9186,139.0,1.0,42.0,0.9982638888888888,both,BOTH,0.9499931767781473,cc(n)C(=O)O
csn,csn,3.861244019138756,8.192243687142755,6.342610544893867e-05,4.197731954753605,0.6,0.0044609665427509,12.0,4.0,4.0,2.0,Medium_StrongEnriched,True,0.932746196957566,0.8895116092874299,0.932746196957566,0.9183346677341873,0.722163,1.0,10.0,0.0,0.0,0.9809027777777778,both,BOTH,0.9491032749443534,csn
CSN,CSN,4.8265550239234445,14.311030303030304,0.0019023359028001,2.7207127955729367,0.75,0.0022304832713754,6.0,1.0,1.0,2.0,Medium_StrongEnriched,True,0.9651721377101682,0.8390712570056045,0.9651721377101682,0.9231385108086468,0.517507,1.0,8.0,0.0,0.0,0.9739583333333334,both,BOTH,0.9482080180124006,CSN
ccc(-c(n)[nH])c(c)N,ccc(-c(n)[nH])c(c)N,4.8265550239234445,14.311030303030304,0.0019023359028001,2.7207127955729367,0.75,0.0022304832713754,6.0,1.0,1.0,2.0,Medium_StrongEnriched,True,0.9651721377101682,0.8390712570056045,0.9651721377101682,0.9231385108086468,0.380872,1.0,7.0,0.0,0.0,0.9709201388888888,both,BOTH,0.9467279287778583,ccc(-c(n)[nH])c(c)N
cc(c)[nH],cc(c)[nH],2.601547388781431,4.119546269243045,5.897214594807528e-12,11.229353068314266,0.4042553191489361,0.0211895910780669,57.0,18.0,66.0,0.0,Medium_StrongEnriched,True,0.8590872698158527,0.9695756605284227,0.8590872698158527,0.8959167333867093,6.328436,0.9623,51.0,0.0,48.0,0.9986979166666666,both,BOTH,0.9459123506647495,cc(c)[nH]
cc(c)C1CCN1c,cN1CCC1c(c)c,3.2177033492822966,5.652446675031368,4.100904670771402e-06,5.387120326162196,0.5,0.0074349442379182,20.0,18.0,2.0,2.0,Medium_StrongEnriched,True,0.8967173738991193,0.9255404323458767,0.8967173738991193,0.9063250600480385,1.073253,1.0,7.0,0.0,0.0,0.9865451388888888,both,BOTH,0.9455847832127866,cN1CCC1c(c)c
COC(C)C,C[C@@H](C)OC,4.290271132376395,10.722395685495316,1.4826080867367392e-05,4.828973635392232,0.6666666666666666,0.0044609665427509,12.0,3.0,3.0,2.0,Medium_StrongEnriched,True,0.9471577261809447,0.9071257005604484,0.9471577261809447,0.9338137176407791,0.167029,1.0,3.0,0.0,0.0,0.9505208333333334,both,BOTH,0.942130242095015,C[C@@H](C)OC
cc(c)/N=C(\C)N,cc(c)/N=C(\C)N,3.2177033492822966,5.652446675031368,4.100904670771402e-06,5.387120326162196,0.5,0.0074349442379182,20.0,18.0,2.0,2.0,Medium_StrongEnriched,True,0.8967173738991193,0.9255404323458767,0.8967173738991193,0.9063250600480385,0.576665,1.0,17.0,0.0,0.0,0.9765625,both,BOTH,0.9407885343971634,cc(c)/N=C(\C)N
c/N=C1\CCN1c,c/N=C1\CCN1c,3.2177033492822966,5.652446675031368,4.100904670771402e-06,5.387120326162196,0.5,0.0074349442379182,20.0,18.0,2.0,2.0,Medium_StrongEnriched,True,0.8967173738991193,0.9255404323458767,0.8967173738991193,0.9063250600480385,0.376134,1.0,17.0,0.0,0.0,0.9700520833333334,both,BOTH,0.9376473285179285,c/N=C1\CCN1c
c[nH]c,c[nH]c,2.5689728353140917,4.423472084831546,4.566984622199664e-21,12.0,0.3991935483870967,0.0368029739776951,99.0,35.0,114.0,0.0,Medium_StrongEnriched,True,0.844675740592474,0.9875900720576462,0.844675740592474,0.8923138510808647,0.872776,0.9933,24.0,0.0,3.0,0.9839409722222222,both,BOTH,0.9370080886309686,c[nH]c
C=C(C)N,CC(=C)N,3.4069800168871374,6.317141451972913,4.926685151906997e-06,5.307445191156902,0.5294117647058824,0.0066914498141263,18.0,10.0,6.0,2.0,Medium_StrongEnriched,True,0.9095276220976781,0.9159327461969575,0.9095276220976781,0.9116626634641046,0.234505,1.0,12.0,0.0,0.0,0.9578993055555556,both,BOTH,0.9344950680625308,CC(=C)N
cc(C)n,Cc(c)n,2.3339074960127597,4.102540321835683,2.9427063845636047e-25,12.0,0.3626666666666667,0.0505576208178438,136.0,111.0,128.0,2.0,Medium_StrongEnriched,True,0.8214571657325861,0.9875900720576462,0.8214571657325861,0.8768348011742728,1.260771,0.4295,87.0,74.0,136.0,0.98828125,both,BOTH,0.9308917194539931,Cc(c)n
CC[C@@H](C(=O)O)N(C)C,CC[C@@H](C(=O)O)N(C)C,2.8848374855634384,4.552964914247282,0.0011025301083632,2.957609541798927,0.4482758620689655,0.0048327137546468,13.0,8.0,8.0,2.0,Medium_StrongEnriched,True,0.8791032826261009,0.8438751000800641,0.8791032826261009,0.8673605551107553,4.116641,1.0,28.0,0.0,0.0,0.99609375,both,BOTH,0.9295011715658855,CC[C@@H](C(=O)O)N(C)C
ccc(nc)C(=O)O,ccc(nc)C(=O)O,2.557115244462752,4.023466020379389,3.46497875529045e-12,11.460299423819391,0.3973509933774834,0.0223048327137546,60.0,39.0,52.0,2.0,Medium_StrongEnriched,True,0.8438751000800641,0.9723779023218575,0.8438751000800641,0.8867093674939951,0.37587,0.7099,26.0,9.0,2.0,0.9696180555555556,both,BOTH,0.9272375169029908,ccc(nc)C(=O)O
ccc(I)cc,ccc(I)cc,2.925184862983906,4.64827417380661,0.0048671530475092,2.312724997162348,0.4545454545454545,0.0037174721189591,10.0,4.0,8.0,2.0,Medium_StrongEnriched,True,0.8807045636509208,0.8206565252201762,0.8807045636509208,0.8606885508406726,1.335809,1.0,19.0,0.0,0.0,0.9887152777777778,both,BOTH,0.9224835606256562,ccc(I)cc
cccc(n)S,cccc(n)S,4.68029578077425,13.426657386462502,0.0002847576167301,3.5455246505337943,0.7272727272727273,0.0029739776951672,8.0,2.0,1.0,2.0,Medium_StrongEnriched,True,0.9611689351481185,0.8714971977582066,0.9611689351481185,0.9312783560181478,0.078369,1.0,1.0,0.0,0.0,0.9123263888888888,both,BOTH,0.9217536653555644,cccc(n)S
CCS[C@H](C)N,CCS[C@H](C)N,3.603827751196172,7.049336271295749,3.3669860617748865e-05,4.472758681445824,0.56,0.0052044609665427,14.0,6.0,5.0,2.0,Medium_StrongEnriched,True,0.9175340272217775,0.8943154523618895,0.9175340272217775,0.9097945022684816,0.116911,0.9513,4.0,4.0,0.0,0.9318576388888888,both,BOTH,0.920759988682175,CCS[C@H](C)N
ccc(c(c)Cl)c(c)n,ccc(c(c)Cl)c(c)n,3.677375256322625,7.220181767075799,0.0026324940194436,2.579632606780867,0.5714285714285714,0.0029739776951672,8.0,5.0,1.0,2.0,Medium_StrongEnriched,True,0.9239391513210569,0.8358686949559647,0.9239391513210569,0.8945823325326928,0.146544,0.9314,6.0,1.0,0.0,0.9466145833333334,both,BOTH,0.9202307764728348,ccc(c(c)Cl)c(c)n
cccc(c)S,cccc(c)S,2.1362345887351344,3.1092508837477304,1.864956505345705e-11,10.729331292385384,0.3319502074688796,0.0297397769516728,80.0,49.0,112.0,0.0,Medium_StrongEnriched,True,0.800640512409928,0.967173738991193,0.800640512409928,0.8561515879370162,0.752337,0.9692,29.0,1.0,5.0,0.9817708333333334,both,BOTH,0.9168122261120764,cccc(c)S
cc(c)N(C)C,cc(c)N(C)C,2.722672064777328,4.1102315456164655,0.0055503374979456,2.25568060804146,0.4230769230769231,0.004089219330855,11.0,7.0,8.0,2.0,Medium_StrongEnriched,True,0.8710968775020016,0.8190552441953562,0.8710968775020016,0.8537496663997866,0.587953,1.0,13.0,0.0,0.0,0.9774305555555556,both,BOTH,0.9134993216935159,cc(c)N(C)C
cc(c)C(c(c)c)P(=O)(O)O,cc(c)C(c(c)c)P(=O)(O)O,4.290271132376395,10.596973406030934,9.864610500229152e-05,4.005920057998277,0.6666666666666666,0.0037174721189591,10.0,5.0,0.0,2.0,Second_StrongWeak_NoInactive,True,0.9471577261809447,0.8851080864691754,0.9471577261809447,0.9264745129436882,0.044366,1.0,2.0,0.0,0.0,0.8980034722222222,both,BOTH,0.9121279129315275,cc(c)C(c(c)c)P(=O)(O)O
ccc(cc)C(C)N,ccc(cc)C(C)N,2.8391500140726147,4.4392654020906805,0.0004917509135657,3.308254824583614,0.4411764705882353,0.0055762081784386,15.0,16.0,3.0,1.0,Medium_StrongEnriched,True,0.8742994395516414,0.8638911128903123,0.8742994395516414,0.8708299973311983,0.198822,0.5257,15.0,1.0,3.0,0.9539930555555556,both,BOTH,0.911463531921835,ccc(cc)C(C)N
cC[C@@H](CS)C(N)=O,cC[C@@H](CS)C(N)=O,4.290271132376395,9.859831121833537,0.0293572089951024,1.5322852353922911,0.6666666666666666,0.0014869888475836,4.0,2.0,0.0,2.0,Second_StrongWeak_NoInactive,True,0.9471577261809447,0.765812650120096,0.9471577261809447,0.8867093674939953,0.117949,1.0,1.0,0.0,0.0,0.9327256944444444,both,BOTH,0.9094265284047034,cC[C@@H](CS)C(N)=O
cc(c)N,cc(c)N,1.8607166332910403,3.1348927875243664,2.592622008734457e-21,12.0,0.2891373801916932,0.0672862453531598,181.0,210.0,235.0,0.0,Medium_StrongEnriched,True,0.7734187349879904,0.9875900720576462,0.7734187349879904,0.8448091806778756,0.397192,0.4948,85.0,26.0,24.0,0.9717881944444444,both,BOTH,0.9060770322334868,cc(c)N
cccc(c)N,cccc(c)N,1.944029106858054,3.3167168387760544,9.464125945391873e-23,12.0,0.3020833333333333,0.0646840148698884,174.0,195.0,207.0,0.0,Medium_StrongEnriched,True,0.7878302642113691,0.9875900720576462,0.7878302642113691,0.8544168668267949,0.226237,0.3944,68.0,28.0,26.0,0.9574652777777778,both,BOTH,0.9044746998862576,cccc(c)N
CNC(=O)C(C)C,C[C@@H](C)C(=O)NC,3.2177033492822966,5.462093862815885,0.1666910694955296,0.7780876669548686,0.5,0.0011152416356877,3.0,3.0,0.0,1.0,Second_StrongWeak_NoInactive,False,0.8967173738991193,0.678142514011209,0.8967173738991193,0.8238590872698159,1.943174,0.8671,39.0,2.0,4.0,0.9926215277777778,both,BOTH,0.9043120401052782,C[C@@H](C)C(=O)NC
cc(N)cc(c)Cl,cc(N)cc(c)Cl,3.4652189915347806,6.355266847368913,0.0086716430276915,2.061898608376568,0.5384615384615384,0.0026022304832713,7.0,2.0,4.0,2.0,Medium_StrongEnriched,True,0.910728582866293,0.8134507606084868,0.910728582866293,0.8783026421136908,0.109115,1.0,2.0,0.0,0.0,0.9266493055555556,both,BOTH,0.9021521675317647,cc(N)cc(c)Cl
CSN(C)C,CN(C)SC,4.8265550239234445,14.311030303030304,0.0019023359028001,2.7207127955729367,0.75,0.0022304832713754,6.0,1.0,1.0,2.0,Medium_StrongEnriched,True,0.9651721377101682,0.8390712570056045,0.9651721377101682,0.9231385108086468,0.023281,1.0,2.0,0.0,0.0,0.8806423611111112,both,BOTH,0.9016401043604492,CN(C)SC
cc(C)cc(c)N,Cc(c)cc(c)N,3.003189792663477,4.855621470945608,0.021075099645651,1.6762303633008917,0.4666666666666667,0.0026022304832713,7.0,2.0,6.0,2.0,Medium_StrongEnriched,True,0.8835068054443554,0.7842273819055244,0.8835068054443554,0.8504136642647451,0.208832,0.6961,6.0,11.0,4.0,0.9557291666666666,both,BOTH,0.9015348815601597,Cc(c)cc(c)N
I,I,2.340147890387125,3.2202008066592294,0.0140638526167198,1.8518956934705784,0.3636363636363636,0.0044609665427509,12.0,8.0,13.0,0.0,Medium_StrongEnriched,True,0.8242594075260208,0.7994395516413131,0.8242594075260208,0.8159861222311182,1.979147,0.9996,33.0,1.0,0.0,0.9930555555555556,both,BOTH,0.9001775113486487,I
C=Nc(cc)cc,C=N/c(cc)cc,3.5962566844919786,7.109087972869313,9.621754992228783e-07,6.016745706140356,0.5588235294117647,0.0070631970260223,19.0,13.0,2.0,2.0,Medium_StrongEnriched,True,0.9167333867093675,0.9367493995196157,0.9167333867093675,0.9234053909794503,0.017942,1.0,1.0,0.0,0.0,0.8715277777777778,both,BOTH,0.8970916610850534,C=N/c(cc)cc
CNCCN,CNCCN,2.632666376685516,3.8828291050513273,0.0184230055235167,1.7346395176896,0.4090909090909091,0.0033457249070631,9.0,8.0,5.0,2.0,Medium_StrongEnriched,True,0.8606885508406725,0.7902321857485989,0.8606885508406725,0.8372030958099813,0.202417,0.9996,7.0,0.0,3.0,0.9548611111111112,both,BOTH,0.8940988079014426,CNCCN
[se],[se],2.681419457735247,4.017815397017332,0.1005644756555652,0.997555406471059,0.4166666666666667,0.0018587360594795,5.0,6.0,1.0,1.0,Medium_StrongEnriched,False,0.8654923939151321,0.7181745396317054,0.8654923939151321,0.8163864424873233,0.580615,1.0,12.0,0.0,0.0,0.9769965277777778,both,BOTH,0.8930883045001582,[se]
cI,cI,2.340147890387125,3.2202008066592294,0.0140638526167198,1.8518956934705784,0.3636363636363636,0.0044609665427509,12.0,8.0,13.0,0.0,Medium_StrongEnriched,True,0.8242594075260208,0.7994395516413131,0.8242594075260208,0.8159861222311182,0.554052,0.8347,11.0,12.0,0.0,0.9756944444444444,both,BOTH,0.8922741317580979,cI
cc(c)Cl,cc(c)Cl,1.9105113636363635,2.509148535468757,3.622750096399654e-06,5.440961623320668,0.296875,0.0211895910780669,57.0,59.0,76.0,0.0,Medium_StrongEnriched,True,0.7790232185748599,0.9287429943955164,0.7790232185748599,0.8289298105150787,0.23906,0.8883,45.0,14.0,0.0,0.9587673611111112,both,BOTH,0.8914879959785637,cc(c)Cl
ccc(-c(n)[nH])c(c)O,ccc(-c(n)[nH])c(c)O,2.7096449257114075,4.071969496372399,0.023680819898428,1.6256032651586303,0.4210526315789473,0.0029739776951672,8.0,1.0,10.0,0.0,Medium_StrongEnriched,True,0.8694955964771818,0.7794235388310649,0.8694955964771818,0.8394715772618095,0.13458,1.0,4.0,0.0,0.0,0.9418402777777778,both,BOTH,0.889183976190986,ccc(-c(n)[nH])c(c)O
cc(c)-c,c-c(c)c,1.3889958263823965,1.8335499314332488,1.04238478650807e-06,5.981971935729672,0.2158365261813537,0.0628252788104089,169.0,169.0,445.0,0.0,Neutral_Balanced,True,0.7165732586068855,0.9359487590072058,0.7165732586068855,0.7896984254069923,4.316544,1.0,403.0,0.0,0.0,0.9965277777777778,both,BOTH,0.8871056402624438,c-c(c)c
ccc(cc)S(N)(=O)=O,ccc(cc)S(N)(=O)=O,2.5326439265318723,3.9657453657453656,3.46497875529045e-12,11.460299423819391,0.3935483870967742,0.0226765799256505,61.0,35.0,59.0,2.0,Medium_StrongEnriched,True,0.8414731785428343,0.9723779023218575,0.8414731785428343,0.8851080864691755,0.028917,0.1414,21.0,19.0,0.0,0.8884548611111112,both,BOTH,0.8867798949188535,ccc(cc)S(N)(=O)=O
cC[C@H](CS)C(N)=O,cC[C@H](CS)C(N)=O,3.2177033492822966,5.462093862815885,0.1666910694955296,0.7780876669548686,0.5,0.0011152416356877,3.0,3.0,0.0,1.0,Second_StrongWeak_NoInactive,False,0.8967173738991193,0.678142514011209,0.8967173738991193,0.8238590872698159,0.190596,1.0,2.0,0.0,0.0,0.9522569444444444,both,BOTH,0.8857344619559204,cC[C@H](CS)C(N)=O
CCCN,CCCN,3.2177033492822966,5.472858866103739,0.09099583269786,1.0409784964455588,0.5,0.0014869888475836,4.0,1.0,3.0,2.0,Medium_StrongEnriched,False,0.8967173738991193,0.7237790232185749,0.8967173738991193,0.8390712570056045,0.119342,1.0,1.0,0.0,0.0,0.9340277777777778,both,BOTH,0.8852772794882694,CCCN
cc(c)C(=O)N(C)C,CN(C)C(=O)c(c)c,2.7096449257114075,4.071969496372399,0.023680819898428,1.6256032651586303,0.4210526315789473,0.0029739776951672,8.0,1.0,10.0,0.0,Medium_StrongEnriched,True,0.8694955964771818,0.7794235388310649,0.8694955964771818,0.8394715772618095,0.118636,0.7983,10.0,1.0,1.0,0.9331597222222222,both,BOTH,0.8850768688939289,CN(C)C(=O)c(c)c
cnc,cnc,1.3892068135757871,1.8906903990511288,1.38051767371802e-07,6.859958029047117,0.2158693115519253,0.0687732342007435,185.0,200.0,472.0,0.0,Neutral_Balanced,True,0.7173738991192954,0.9471577261809447,0.7173738991192954,0.7939685081398452,0.61953,0.5348,172.0,123.0,6.0,0.9782986111111112,both,BOTH,0.8813275717797393,cnc
cN(C)C,cN(C)C,2.037878787878788,2.6865527814279457,6.489786186658922e-05,4.187769611286507,0.3166666666666666,0.0141263940520446,38.0,38.0,44.0,0.0,Medium_StrongEnriched,True,0.7966373098478783,0.88871096877502,0.7966373098478783,0.8273285294902589,0.124947,1.0,5.0,0.0,0.0,0.9370659722222222,both,BOTH,0.8804893030775394,cN(C)C
c[se]n,c[se]n,2.681419457735247,4.017815397017332,0.1005644756555652,0.997555406471059,0.4166666666666667,0.0018587360594795,5.0,6.0,1.0,1.0,Medium_StrongEnriched,False,0.8654923939151321,0.7181745396317054,0.8654923939151321,0.8163864424873233,0.141643,1.0,5.0,0.0,0.0,0.9453125,both,BOTH,0.8784875120989472,c[se]n
cSCC(N)=O,cSCC(N)=O,1.9169296548915808,2.4216206328882386,0.0025320640458136,2.5965253135078843,0.2978723404255319,0.0104089219330855,28.0,21.0,45.0,0.0,Medium_StrongEnriched,True,0.7806244995996797,0.8366693354683747,0.7806244995996797,0.7993061115559114,0.304401,0.8482,30.0,3.0,1.0,0.9635416666666666,both,BOTH,0.8775903047011375,cSCC(N)=O
cc(n)=O,cc(n)=O,2.188038277511962,2.9137934239140537,0.0062604793708282,2.2033924111769934,0.34,0.0063197026022304,17.0,10.0,23.0,0.0,Medium_StrongEnriched,True,0.8182546036829463,0.8166533226581265,0.8182546036829463,0.8177208433413398,0.131689,1.0,15.0,0.0,0.0,0.9401041666666666,both,BOTH,0.8767797739429064,cc(n)=O
