key,substructure,enrichment_strong,odds_ratio,fisher_pvalue_bh,neg_log10_fisher_bh,strong_specificity,support,count_strong,count_weak,count_inactive,dominant_class,category,sig_fdr,pA_effect,pA_sig,pA_spec,S_stat,disc2,share2,freq2,freq0,freq1,S_shap,_merge,evidence,consensus,label
CCN(CC)C(=S)S,CCN(CC)C(=S)S,5.362838915470494,20.142281338170093,0.002934704902543,2.532435562436969,0.8333333333333334,0.0018587360594795,5.0,1.0,0.0,2.0,Second_StrongWeak_NoInactive,True,0.9799839871897518,0.8306645316253003,0.9799839871897518,0.9302108353349346,0.0,0.0,0.0,0.0,1.0,0.2903645833333333,both,BOTH,0.5197117293405837,CCN(CC)C(=S)S
c-c(n)[nH],c-c(n)[nH],3.401572112098428,6.571174272803741,6.810865658159921e-12,11.166797685933108,0.5285714285714286,0.0137546468401487,37.0,14.0,19.0,2.0,Medium_StrongEnriched,True,0.9087269815852682,0.9679743795036029,0.9087269815852682,0.9284761142247131,0.0,0.0,0.0,0.0,68.0,0.2903645833333333,both,BOTH,0.5192269061227579,c-c(n)[nH]
B[C@H](C)NC(C)=O,B[C@H](C)NC(C)=O,0.4022129186602871,0.5232760285879853,0.7672646258171788,0.1150548241719264,0.0625,0.0003717472118959,1.0,3.0,12.0,0.0,Neutral_Balanced,False,0.42634107285828665,0.3546837469975981,0.42634107285828665,0.4024552975713904,0.000826,0.0726,4.0,0.0,4.0,0.6688368055555556,both,BOTH,0.5188226244166299,B[C@H](C)NC(C)=O
ccc(cc)C(c)P,cC(P)c(cc)cc,4.290271132376395,10.596973406030934,9.864610500229152e-05,4.005920057998277,0.6666666666666666,0.0037174721189591,10.0,5.0,0.0,2.0,Second_StrongWeak_NoInactive,True,0.9471577261809447,0.8851080864691754,0.9471577261809447,0.9264745129436882,0.0,0.0,0.0,2.0,0.0,0.2903645833333333,both,BOTH,0.5186669315850462,cC(P)c(cc)cc
cC(c)P(=O)(O)O,cC(c)P(=O)(O)O,4.290271132376395,10.596973406030934,9.864610500229152e-05,4.005920057998277,0.6666666666666666,0.0037174721189591,10.0,5.0,0.0,2.0,Second_StrongWeak_NoInactive,True,0.9471577261809447,0.8851080864691754,0.9471577261809447,0.9264745129436882,0.0,0.0,0.0,0.0,3.0,0.2903645833333333,both,BOTH,0.5186669315850462,cC(c)P(=O)(O)O
ccc(cc)-c(n)[nH],ccc(cc)-c(n)[nH],4.064467388567111,9.288642886428864,3.14850520808014e-05,4.501895583975832,0.631578947368421,0.0044609665427509,12.0,5.0,2.0,2.0,Medium_StrongEnriched,True,0.9391513210568455,0.8967173738991193,0.9391513210568455,0.9250066720042701,0.0,0.0,0.0,0.0,4.0,0.2903645833333333,both,BOTH,0.5182558990470568,ccc(cc)-c(n)[nH]
cc(-c)ccn,c-c(c)ccn,3.712734633787265,7.554172727762513,1.024514440275595e-05,4.989481915947207,0.5769230769230769,0.0055762081784386,15.0,4.0,7.0,2.0,Medium_StrongEnriched,True,0.9267413931144916,0.9099279423538831,0.9267413931144916,0.921136909527622,0.0,0.0,0.0,0.0,6.0,0.2903645833333333,both,BOTH,0.5171707019234,c-c(c)ccn
cn(c)CCc,cCCn(c)c,0.0,0.0313280249536768,1.5079426948878155e-05,4.82161516229044,0.0,0.0,0.0,3.0,80.0,0.0,VeryNegative_InactiveEnriched,True,0.18254603682946358,0.9055244195356285,0.18254603682946358,0.42353883106485185,0.00021,0.0138,6.0,23.0,18.0,0.6297743055555556,both,BOTH,0.5164628478503356,cCCn(c)c
C=C(N)C(=O)O,C=C(N)C(=O)O,3.510221835580687,6.727679110788933,3.2769873828031222e-06,5.484525230753581,0.5454545454545454,0.0066914498141263,18.0,10.0,5.0,2.0,Medium_StrongEnriched,True,0.911929543634908,0.9303442754203363,0.911929543634908,0.918067787563384,0.0,0.0,0.0,0.0,26.0,0.2903645833333333,both,BOTH,0.5163084064855008,C=C(N)C(=O)O
C=C(C)O,C/C(=C)O,0.0,0.0436920524897064,0.0005896232789323,3.229425378418527,0.0,0.0,0.0,4.0,56.0,0.0,VeryNegative_InactiveEnriched,True,0.18254603682946358,0.8602882305844676,0.18254603682946358,0.40846010141446487,0.000498,0.0334,2.0,7.0,2.0,0.6514756944444444,both,BOTH,0.5158505871101018,C/C(=C)O
C=C(C)N1C(=O)C[C@H]1S,CC(=C)N1C(=O)C[C@H]1S,3.550569213001155,6.861145617667357,1.0137858036127346e-05,4.994053794643314,0.5517241379310345,0.0059479553903345,16.0,8.0,5.0,2.0,Medium_StrongEnriched,True,0.9139311449159327,0.911529223378703,0.9139311449159327,0.9131305044035228,0.0,0.0,0.0,0.0,1.0,0.2903645833333333,both,BOTH,0.51491820558229,CC(=C)N1C(=O)C[C@H]1S
ccc(O)c(c)c,ccc(O)c(c)c,0.0,0.0642426336169049,0.0093512722224204,2.029129300187303,0.0,0.0,0.0,3.0,38.0,0.0,VeryNegative_InactiveEnriched,True,0.18254603682946358,0.811048839071257,0.18254603682946358,0.39204697091006135,0.000957,0.0596,6.0,4.0,0.0,0.6749131944444444,both,BOTH,0.5143905845844942,ccc(O)c(c)c
CCC(=O)NC,CCC(=O)NC,0.7571066704193639,0.8742206560043372,1.0,-0.0,0.1176470588235294,0.0007434944237918,2.0,1.0,14.0,0.0,Neutral_Balanced,False,0.5308246597277823,0.07606084867894315,0.5308246597277823,0.37923672271150255,0.001658,0.0722,4.0,6.0,1.0,0.6961805555555556,both,BOTH,0.5138260720364062,CCC(=O)NC
CC(=N)N,C/C(=N)N,3.2177033492822966,5.652446675031368,4.100904670771402e-06,5.387120326162196,0.5,0.0074349442379182,20.0,18.0,2.0,2.0,Medium_StrongEnriched,True,0.8967173738991193,0.9255404323458767,0.8967173738991193,0.9063250600480385,0.0,0.0,0.0,0.0,1.0,0.2903645833333333,both,BOTH,0.5129958074150383,C/C(=N)N
cc(C)ccn,Cc(c)ccn,0.0,0.1860915420425987,0.3510214393177255,0.4546663573431926,0.0,0.0,0.0,5.0,9.0,0.0,Neutral_Balanced,False,0.18254603682946358,0.578462770216173,0.18254603682946358,0.31451828129170006,0.008606,0.4637,5.0,3.0,2.0,0.8298611111111112,both,BOTH,0.5108879430731237,Cc(c)ccn
cc(-c)cc(c)N,c-c(c)cc(c)N,3.0568181818181817,5.111534767296329,1.7785285001102576e-05,4.7499391710509045,0.475,0.0070631970260223,19.0,17.0,4.0,2.0,Medium_StrongEnriched,True,0.8871096877502002,0.9031224979983987,0.8871096877502002,0.8924472911662663,0.0,0.0,0.0,0.0,12.0,0.2903645833333333,both,BOTH,0.5090531267426367,c-c(c)cc(c)N
cc(c)C(=O)OC,cc(c)C(=O)OC,0.4766967924862661,0.5290351434691524,0.6811643277699347,0.1667481038954732,0.074074074074074,0.0007434944237918,2.0,8.0,17.0,0.0,Neutral_Balanced,False,0.4455564451561249,0.37830264211369097,0.4455564451561249,0.42313851080864695,7.6e-05,0.0207,1.0,1.0,4.0,0.6104600694444444,both,BOTH,0.5082412465481972,cc(c)C(=O)OC
CS(C)(=O)=O,CS(C)(=O)=O,0.8044258373205742,1.0852694610778444,1.0,-0.0,0.125,0.0003717472118959,1.0,1.0,6.0,0.0,Neutral_Balanced,False,0.5464371497197759,0.07606084867894315,0.5464371497197759,0.3896450493728316,0.000683,0.3336,1.0,0.0,1.0,0.6610243055555556,both,BOTH,0.5075084710375151,CS(C)(=O)=O
cn(C)[se],cn(C)[se],4.290271132376395,9.859831121833537,0.0293572089951024,1.5322852353922911,0.6666666666666666,0.0014869888475836,4.0,2.0,0.0,2.0,Second_StrongWeak_NoInactive,True,0.9471577261809447,0.765812650120096,0.9471577261809447,0.8867093674939953,0.0,0.0,0.0,0.0,2.0,0.2903645833333333,both,BOTH,0.5074140282157732,cn(C)[se]
ccnc(c)N,ccnc(c)N,4.290271132376395,9.859831121833537,0.0293572089951024,1.5322852353922911,0.6666666666666666,0.0014869888475836,4.0,0.0,2.0,2.0,Medium_StrongEnriched,True,0.9471577261809447,0.765812650120096,0.9471577261809447,0.8867093674939953,0.0,0.0,0.0,1.0,0.0,0.2903645833333333,both,BOTH,0.5074140282157732,ccnc(c)N
CCC(=O)Oc,cOC(=O)CC,4.290271132376395,9.859831121833537,0.0293572089951024,1.5322852353922911,0.6666666666666666,0.0014869888475836,4.0,1.0,1.0,2.0,Medium_StrongEnriched,True,0.9471577261809447,0.765812650120096,0.9471577261809447,0.8867093674939953,0.0,0.0,0.0,1.0,0.0,0.2903645833333333,both,BOTH,0.5074140282157732,cOC(=O)CC
cCN(Cc)C(C)C,cCN(Cc)[C@H](C)C,3.003189792663477,4.902311121099749,0.0004169512295116,3.379914741171706,0.4666666666666667,0.0052044609665427,14.0,8.0,8.0,2.0,Medium_StrongEnriched,True,0.8835068054443554,0.8678943154523618,0.8835068054443554,0.8783026421136909,0.0,0.0,0.0,0.0,19.0,0.2903645833333333,both,BOTH,0.5050029511972258,cCN(Cc)[C@H](C)C
cc(c)Cn(c)c,cc(c)Cn(c)c,0.0,0.0477359079509617,0.0013156252233965,2.880867808739904,0.0,0.0,0.0,9.0,46.0,0.0,Neutral_Balanced,True,0.18254603682946358,0.8422738190552442,0.18254603682946358,0.4024552975713905,0.000248,0.0557,1.0,0.0,17.0,0.6328125,both,BOTH,0.5046570548346625,cc(c)Cn(c)c
CNC(=S)NN,CNC(=S)NN,0.4766967924862661,0.5290351434691524,0.6811643277699347,0.1667481038954732,0.074074074074074,0.0007434944237918,2.0,17.0,8.0,1.0,Neutral_Balanced,False,0.4455564451561249,0.37830264211369097,0.4455564451561249,0.42313851080864695,3e-05,0.0086,1.0,1.0,5.0,0.5993923611111112,both,BOTH,0.5036129377514386,CNC(=S)NN
CC(C)n,CC(C)n,0.0,0.1860915420425987,0.3510214393177255,0.4546663573431926,0.0,0.0,0.0,2.0,12.0,0.0,Neutral_Balanced,False,0.18254603682946358,0.578462770216173,0.18254603682946358,0.31451828129170006,0.005755,0.1892,6.0,3.0,0.0,0.8025173611111112,both,BOTH,0.5024006181558869,CC(C)n
CCC(CC)NC,CNC(CC)CC,0.0,0.2160573476702509,0.4513455900264954,0.3454907965553292,0.0,0.0,0.0,5.0,7.0,0.0,Neutral_Balanced,False,0.18254603682946358,0.48478783026421135,0.18254603682946358,0.28329330130771285,0.02977,1.0,3.0,0.0,0.0,0.8897569444444444,both,BOTH,0.5020579470072453,CNC(CC)CC
cNN=C(C)C,cN/N=C(/C)C,0.0,0.1633901741428623,0.3515257467962129,0.4540428604534837,0.0,0.0,0.0,0.0,16.0,0.0,Negative_InactiveOnly,False,0.18254603682946358,0.5544435548438751,0.18254603682946358,0.3065118761676007,0.00768,0.1927,11.0,4.0,0.0,0.8216145833333334,both,BOTH,0.5018312738602105,cN/N=C(/C)C
CCCSC,CCCSC,3.0483505414253336,4.998837141694285,0.0061005718978072,2.2146294501663264,0.4736842105263157,0.0033457249070631,9.0,5.0,5.0,2.0,Medium_StrongEnriched,True,0.8863090472377902,0.8182546036829463,0.8863090472377902,0.863624232719509,0.0,0.0,0.0,1.0,9.0,0.2903645833333333,both,BOTH,0.5007653047987349,CCCSC
cncc(c)S,cncc(c)S,3.677375256322625,7.039634671721523,0.0554397022829162,1.2561791105974367,0.5714285714285714,0.0014869888475836,4.0,1.0,2.0,2.0,Medium_StrongEnriched,False,0.9239391513210569,0.7417934347477982,0.9239391513210569,0.863223912463304,0.0,0.0,0.0,0.0,1.0,0.2903645833333333,both,BOTH,0.5006492301659686,cncc(c)S
CN(C)[C@H](CS)C(=O)O,CN(C)[C@H](CS)C(=O)O,3.677375256322625,7.039634671721523,0.0554397022829162,1.2561791105974367,0.5714285714285714,0.0014869888475836,4.0,0.0,3.0,2.0,Medium_StrongEnriched,False,0.9239391513210569,0.7417934347477982,0.9239391513210569,0.863223912463304,0.0,0.0,0.0,2.0,0.0,0.2903645833333333,both,BOTH,0.5006492301659686,CN(C)[C@H](CS)C(=O)O
C=NN,C=NN,0.8044258373205742,1.0852694610778444,1.0,-0.0,0.125,0.0003717472118959,1.0,2.0,5.0,0.0,Neutral_Balanced,False,0.5464371497197759,0.07606084867894315,0.5464371497197759,0.3896450493728316,0.000353,0.0428,3.0,0.0,6.0,0.6423611111111112,both,BOTH,0.5002927411566911,C=NN
cc(c)C(P(=O)(O)O)P(=O)(O)O,cc(c)C(P(=O)(O)O)P(=O)(O)O,0.0,0.0547980637771126,0.0027848855190317,2.5551926530844,0.0,0.0,0.0,9.0,39.0,0.0,Neutral_Balanced,True,0.18254603682946358,0.8342674139311449,0.18254603682946358,0.3997864958633573,0.000155,0.0123,4.0,9.0,28.0,0.6252170138888888,both,BOTH,0.4999533169574844,cc(c)C(P(=O)(O)O)P(=O)(O)O
C=Nc,c/N=C,2.574162679425837,3.7823189419338914,0.0001928744837907,3.7147252232730015,0.4,0.0074349442379182,20.0,22.0,8.0,1.0,Medium_StrongEnriched,True,0.8518815052041633,0.8787029623698959,0.8518815052041633,0.8608219909260741,0.0,0.0,0.0,1.0,17.0,0.2903645833333333,both,BOTH,0.49995221643615095,c/N=C
cc(c)SCC,CCSc(c)c,3.861244019138756,7.650300842358604,0.1068079939741822,0.9713962416056594,0.6,0.0011152416356877,3.0,0.0,2.0,2.0,Medium_StrongEnriched,False,0.932746196957566,0.7141713370696557,0.932746196957566,0.8598879103282626,0.0,0.0,0.0,1.0,4.0,0.2903645833333333,both,BOTH,0.49968089296653784,CCSc(c)c
CNC(=N)N,CNC(=N)N,3.861244019138756,7.650300842358604,0.1068079939741822,0.9713962416056594,0.6,0.0011152416356877,3.0,1.0,1.0,2.0,Medium_StrongEnriched,False,0.932746196957566,0.7141713370696557,0.932746196957566,0.8598879103282626,0.0,0.0,0.0,0.0,1.0,0.2903645833333333,both,BOTH,0.49968089296653784,CNC(=N)N
cN(C)CCO,cN(C)CCO,3.861244019138756,7.650300842358604,0.1068079939741822,0.9713962416056594,0.6,0.0011152416356877,3.0,1.0,1.0,2.0,Medium_StrongEnriched,False,0.932746196957566,0.7141713370696557,0.932746196957566,0.8598879103282626,0.0,0.0,0.0,1.0,0.0,0.2903645833333333,both,BOTH,0.49968089296653784,cN(C)CCO
CC(C)C,C[C@@H](C)C,0.919343814080656,0.9963565643386426,1.0,-0.0,0.1428571428571428,0.0014869888475836,4.0,8.0,16.0,0.0,Neutral_Balanced,False,0.588470776621297,0.07606084867894315,0.588470776621297,0.417667467307179,2.8e-05,0.0053,3.0,5.0,20.0,0.59765625,both,BOTH,0.4996214289417601,C[C@@H](C)C
C[C@H](N)CS,C[C@H](N)CS,3.2177033492822966,5.494545454545454,0.025915345495228,1.586442996908538,0.5,0.0022304832713754,6.0,1.0,5.0,2.0,Medium_StrongEnriched,True,0.8967173738991193,0.7774219375500401,0.8967173738991193,0.8569522284494262,0.0,0.0,0.0,0.0,2.0,0.2903645833333333,both,BOTH,0.49882720129348307,C[C@H](N)CS
CC(N)C(=O)O,CC(N)C(=O)O,0.0,0.1455972101133391,0.2585884938801472,0.5873908033362606,0.0,0.0,0.0,12.0,6.0,1.0,Neutral_Balanced,False,0.18254603682946358,0.622898318654924,0.18254603682946358,0.3293301307712837,0.00346,0.3377,9.0,0.0,3.0,0.7543402777777778,both,BOTH,0.49842450012675144,CC(N)C(=O)O
CCCC(C)N,CC(N)CCC,0.7150451887293992,0.9571680169073618,1.0,-0.0,0.1111111111111111,0.0003717472118959,1.0,3.0,5.0,0.0,Neutral_Balanced,False,0.5232185748598879,0.07606084867894315,0.5232185748598879,0.37416599946623963,0.000719,0.0614,2.0,10.0,0.0,0.6636284722222222,both,BOTH,0.49830433530452195,CC(N)CCC
ccnc(n)S,ccnc(n)S,0.8044258373205742,1.0852694610778444,1.0,-0.0,0.125,0.0003717472118959,1.0,0.0,7.0,0.0,Neutral_Balanced,False,0.5464371497197759,0.07606084867894315,0.5464371497197759,0.3896450493728316,0.000276,0.0438,3.0,3.0,2.0,0.6358506944444444,both,BOTH,0.49775101730740323,ccnc(n)S
cc(C)cc(c)C,Cc(c)cc(c)C,0.8580542264752791,1.0046240718509627,1.0,-0.0,0.1333333333333333,0.0007434944237918,2.0,3.0,10.0,0.0,Neutral_Balanced,False,0.5636509207365893,0.07606084867894315,0.5636509207365893,0.4011208967173739,0.000115,0.0208,3.0,5.0,5.0,0.6176215277777778,both,BOTH,0.4977357743363206,Cc(c)cc(c)C
cc(C)cc(c)Cl,cc(C)cc(c)Cl,0.3217703349282296,0.4152003684937816,0.617310947945091,0.2094960207973817,0.05,0.0003717472118959,1.0,9.0,10.0,0.0,Neutral_Balanced,False,0.40912730184147317,0.4267413931144916,0.40912730184147317,0.414998665599146,2.7e-05,0.0109,1.0,2.0,3.0,0.5965711805555556,both,BOTH,0.49757034062076366,cc(C)cc(c)Cl
ccc(-c(c)n)c(c)C,ccc(-c(c)n)c(c)C,0.0,0.0850164040128197,0.0421194412944973,1.3755173982730209,0.0,0.0,0.0,7.0,24.0,0.0,Neutral_Balanced,True,0.18254603682946358,0.7497998398718975,0.18254603682946358,0.3716306378436082,0.000754,0.0623,5.0,7.0,0.0,0.6649305555555556,both,BOTH,0.4971001573956861,ccc(-c(c)n)c(c)C
CNCC(N)=O,CNCC(N)=O,3.003189792663477,4.855621470945608,0.021075099645651,1.6762303633008917,0.4666666666666667,0.0026022304832713,7.0,3.0,5.0,2.0,Medium_StrongEnriched,True,0.8835068054443554,0.7842273819055244,0.8835068054443554,0.8504136642647451,0.0,0.0,0.0,3.0,0.0,0.2903645833333333,both,BOTH,0.49692052612586446,CNCC(N)=O
cCCN(C)C,cCCN(C)C,0.919343814080656,1.25278673422386,1.0,-0.0,0.1428571428571428,0.0003717472118959,1.0,4.0,2.0,1.0,Neutral_Balanced,False,0.588470776621297,0.07606084867894315,0.588470776621297,0.417667467307179,1.6e-05,0.0154,1.0,1.0,0.0,0.5902777777777778,both,BOTH,0.4965277680574917,cCCN(C)C
ccc(nc)NC,CNc(cc)nc,0.919343814080656,1.25278673422386,1.0,-0.0,0.1428571428571428,0.0003717472118959,1.0,2.0,4.0,0.0,Neutral_Balanced,False,0.588470776621297,0.07606084867894315,0.588470776621297,0.417667467307179,1.5e-05,0.0089,1.0,6.0,0.0,0.58984375,both,BOTH,0.4963451875151696,CNc(cc)nc
CCN(C)CC,CCN(C)CC,0.7150451887293992,0.9571680169073618,1.0,-0.0,0.1111111111111111,0.0003717472118959,1.0,2.0,6.0,0.0,Neutral_Balanced,False,0.5232185748598879,0.07606084867894315,0.5232185748598879,0.37416599946623963,0.000608,0.1272,1.0,1.0,0.0,0.6584201388888888,both,BOTH,0.496345070828815,CCN(C)CC
cc(c)NC(C)=O,cc(c)NC(C)=O,2.01662514056402,2.7759626715776315,2.2098638876046614e-08,7.65563447504007,0.3133640552995391,0.0252788104089219,68.0,79.0,70.0,1.0,Medium_StrongEnriched,True,0.7950360288230585,0.9535628502802241,0.7950360288230585,0.8478783026421137,0.0,0.0003,1.0,4.0,63.0,0.2903645833333333,both,BOTH,0.49617923179437007,cc(c)NC(C)=O
NC(=O)O,NC(=O)O,0.0,0.2160573476702509,0.4513455900264954,0.3454907965553292,0.0,0.0,0.0,4.0,8.0,0.0,Neutral_Balanced,False,0.18254603682946358,0.48478783026421135,0.18254603682946358,0.28329330130771285,0.017006,1.0,7.0,0.0,0.0,0.8689236111111112,both,BOTH,0.4961453802827211,NC(=O)O
O=C(O)CS,O=C(O)CS,0.0,0.0675559185154938,0.0140638526167198,1.8518956934705784,0.0,0.0,0.0,3.0,36.0,0.0,VeryNegative_InactiveEnriched,True,0.18254603682946358,0.7994395516413131,0.18254603682946358,0.3881772084334134,0.000221,0.0828,1.0,1.0,0.0,0.6317274305555556,both,BOTH,0.4951991422487206,O=C(O)CS
ccc(nc)c(c)c,ccc(nc)c(c)c,0.0,0.0547980637771126,0.0027848855190317,2.5551926530844,0.0,0.0,0.0,7.0,41.0,0.0,Neutral_Balanced,True,0.18254603682946358,0.8342674139311449,0.18254603682946358,0.3997864958633573,9.4e-05,0.0306,1.0,1.0,4.0,0.6130642361111112,both,BOTH,0.49507050275087794,ccc(nc)c(c)c
NS,NS,2.39964317573595,3.3828499369482974,0.0002672186582986,3.573133220922345,0.3728813559322034,0.00817843866171,22.0,10.0,27.0,0.0,Medium_StrongEnriched,True,0.8278622898318655,0.8742994395516414,0.8278622898318655,0.8433413397384575,0.0,0.0,0.0,0.0,6.0,0.2903645833333333,both,BOTH,0.4948499335363523,NS
cCNC(C)C,cCN[C@H](C)C,0.0,0.2160573476702509,0.4513455900264954,0.3454907965553292,0.0,0.0,0.0,2.0,10.0,0.0,Neutral_Balanced,False,0.18254603682946358,0.48478783026421135,0.18254603682946358,0.28329330130771285,0.013076,1.0,5.0,0.0,0.0,0.8611111111111112,both,BOTH,0.49390992038976034,cCN[C@H](C)C
ccc(Cl)c(c)c,ccc(Cl)c(c)c,2.925184862983906,4.637987163984746,0.0714818714537862,1.1458040858332508,0.4545454545454545,0.0018587360594795,5.0,5.0,1.0,1.0,Medium_StrongEnriched,False,0.8807045636509208,0.732986389111289,0.8807045636509208,0.8314651721377101,0.0,0.0,0.0,0.0,6.0,0.2903645833333333,both,BOTH,0.49135327236515325,ccc(Cl)c(c)c
CN(C)CC(=O)O,CN(C)CC(=O)O,0.0,0.0612340185940482,0.006134610512269,2.212213005511052,0.0,0.0,0.0,12.0,31.0,0.0,Neutral_Balanced,True,0.18254603682946358,0.8174539631705364,0.18254603682946358,0.39418201227648786,9e-05,0.0086,2.0,2.0,22.0,0.6124131944444444,both,BOTH,0.49132704518556997,CN(C)CC(=O)O
cc(c)F,cc(c)F,1.9513813860163605,2.550719154505027,1.8537538093396503e-05,4.731947943516635,0.3032258064516129,0.0174721189591078,47.0,23.0,85.0,0.0,Medium_StrongEnriched,True,0.789031224979984,0.9019215372297839,0.789031224979984,0.8266613290632506,0.0,0.0,0.0,28.0,22.0,0.2903645833333333,both,BOTH,0.48993180379643686,cc(c)F
ccc(C(C)=O)c(c)O,CC(=O)c(cc)c(c)O,0.0,0.0940912616068247,0.0618407179640091,1.2087254769487656,0.0,0.0,0.0,1.0,27.0,0.0,VeryNegative_InactiveEnriched,False,0.18254603682946358,0.7365892714171337,0.18254603682946358,0.3672271150253536,0.000504,0.0395,3.0,5.0,0.0,0.65234375,both,BOTH,0.4894469463765409,CC(=O)c(cc)c(c)O
CCOC(=O)O,CCOC(=O)O,0.8580542264752791,1.0046240718509627,1.0,-0.0,0.1333333333333333,0.0007434944237918,2.0,11.0,2.0,1.0,Neutral_Balanced,False,0.5636509207365893,0.07606084867894315,0.5636509207365893,0.4011208967173739,2.7e-05,0.0099,3.0,2.0,3.0,0.5965711805555556,both,BOTH,0.48918009659039363,CCOC(=O)O
CN[C@@H]1C(=O)N[C@H]1N,CN[C@@H]1C(=O)N[C@H]1N,3.2177033492822966,5.462093862815885,0.1666910694955296,0.7780876669548686,0.5,0.0011152416356877,3.0,2.0,1.0,2.0,Medium_StrongEnriched,False,0.8967173738991193,0.678142514011209,0.8967173738991193,0.8238590872698159,0.0,0.0,0.0,0.0,3.0,0.2903645833333333,both,BOTH,0.48910070599057653,CN[C@@H]1C(=O)N[C@H]1N
cccc(c)I,cccc(c)I,2.475156422524844,3.515188605763881,0.0188987889615519,1.7235660246186293,0.3846153846153846,0.0037174721189591,10.0,6.0,10.0,0.0,Medium_StrongEnriched,True,0.8382706164931946,0.789431545236189,0.8382706164931946,0.8219909260741926,0.0,0.0,0.0,3.0,0.0,0.2903645833333333,both,BOTH,0.4885458553230328,cccc(c)I
C[C@H](N)S,C[C@H](N)S,2.2276407802723592,2.997141254591181,0.0038835786675624,2.41076789315082,0.3461538461538461,0.0066914498141263,18.0,18.0,16.0,1.0,Medium_StrongEnriched,True,0.8190552441953562,0.8270616493194556,0.8190552441953562,0.8217240459033893,0.0,0.0,0.0,0.0,19.0,0.2903645833333333,both,BOTH,0.488466539492439,C[C@H](N)S
C[C@@H](N)CS,C[C@@H](N)CS,0.3785533352096819,0.4913445835601524,0.7743377318360226,0.1110695779714874,0.0588235294117647,0.0003717472118959,1.0,1.0,15.0,0.0,VeryNegative_InactiveEnriched,False,0.41953562850280224,0.35028022417934346,0.41953562850280224,0.396450493728316,3.7e-05,0.0093,1.0,1.0,6.0,0.6006944444444444,both,BOTH,0.48800164864460904,C[C@@H](N)CS
cc(c)OC(C)=O,cc(c)OC(C)=O,2.8601807549175966,4.47581971707424,0.1333025834323242,0.8751614337854604,0.4444444444444444,0.0014869888475836,4.0,1.0,4.0,0.0,Medium_StrongEnriched,False,0.8767013610888711,0.7037630104083267,0.8767013610888711,0.8190552441953564,0.0,0.0,0.0,1.0,0.0,0.2903645833333333,both,BOTH,0.48767267168436473,cc(c)OC(C)=O
cCCC,cCCC,2.8601807549175966,4.47581971707424,0.1333025834323242,0.8751614337854604,0.4444444444444444,0.0014869888475836,4.0,2.0,3.0,2.0,Medium_StrongEnriched,False,0.8767013610888711,0.7037630104083267,0.8767013610888711,0.8190552441953564,0.0,0.0,0.0,0.0,1.0,0.2903645833333333,both,BOTH,0.48767267168436473,cCCC
cccc(c)[se],cccc(c)[se],2.681419457735247,4.017815397017332,0.1005644756555652,0.997555406471059,0.4166666666666667,0.0018587360594795,5.0,6.0,1.0,1.0,Medium_StrongEnriched,False,0.8654923939151321,0.7181745396317054,0.8654923939151321,0.8163864424873233,0.0,0.0,0.0,3.0,0.0,0.2903645833333333,both,BOTH,0.4868775094536755,cccc(c)[se]
cc(c)[se],cc(c)[se],2.681419457735247,4.017815397017332,0.1005644756555652,0.997555406471059,0.4166666666666667,0.0018587360594795,5.0,6.0,1.0,1.0,Medium_StrongEnriched,False,0.8654923939151321,0.7181745396317054,0.8654923939151321,0.8163864424873233,0.0,0.0,0.0,0.0,12.0,0.2903645833333333,both,BOTH,0.4868775094536755,cc(c)[se]
cc(c)I,cc(c)I,2.340147890387125,3.2202008066592294,0.0140638526167198,1.8518956934705784,0.3636363636363636,0.0044609665427509,12.0,8.0,13.0,0.0,Medium_StrongEnriched,True,0.8242594075260208,0.7994395516413131,0.8242594075260208,0.8159861222311182,0.0,0.0,0.0,1.0,0.0,0.2903645833333333,both,BOTH,0.48675812308313976,cc(c)I
cc(n)CN(C)C,cc(n)CN(C)C,2.244909313452765,3.025261418726494,0.0108984004473419,1.96263723856113,0.3488372093023256,0.0055762081784386,15.0,18.0,10.0,1.0,Medium_StrongEnriched,True,0.8198558847077662,0.8078462770216173,0.8198558847077662,0.8158526821457165,0.0,0.0,0.0,0.0,7.0,0.2903645833333333,both,BOTH,0.4867183211187179,cc(n)CN(C)C
ccc(C)nc,ccc(C)nc,0.0,0.0975562072336265,0.0616883543779244,1.209796815006778,0.0,0.0,0.0,8.0,19.0,0.0,Neutral_Balanced,False,0.18254603682946358,0.7385908726981585,0.18254603682946358,0.3678943154523619,0.000368,0.1007,2.0,1.0,2.0,0.6432291666666666,both,BOTH,0.4864569394610653,ccc(C)nc
ccc(nc)C(N)=O,ccc(nc)C(N)=O,0.0,0.0642426336169049,0.0093512722224204,2.029129300187303,0.0,0.0,0.0,6.0,35.0,0.0,Neutral_Balanced,True,0.18254603682946358,0.811048839071257,0.18254603682946358,0.39204697091006135,4e-05,0.0038,1.0,25.0,0.0,0.6015625,both,BOTH,0.4856343850450499,ccc(nc)C(N)=O
cCl,cCl,1.8340909090909088,2.3603982631409006,1.4421711097587287e-05,4.84098320867666,0.285,0.0211895910780669,57.0,59.0,84.0,0.0,Medium_StrongEnriched,True,0.7630104083266613,0.9087269815852682,0.7630104083266613,0.8115825994128637,0.0,0.0,0.0,0.0,146.0,0.2903645833333333,both,BOTH,0.4854429351830138,cCl
